customer_id,first_name,last_name,email,city,country,rental_id,rental_date,return_date,rental_duration_days,payment_id,amount,payment_date,film_id
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,1459,2005-06-15 20:25:53,2005-06-22 23:34:53,7,5904,2.99,2005-06-15 20:25:53,406
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,2262,2005-06-18 05:49:46,2005-06-20 00:25:46,2,5905,0.99,2005-06-18 05:49:46,907
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,2267,2005-06-18 06:10:23,2005-06-20 00:39:23,2,5906,0.99,2005-06-18 06:10:23,452
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,4898,2005-07-08 20:31:43,2005-07-15 15:58:43,7,5907,6.99,2005-07-08 20:31:43,706
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,5226,2005-07-09 12:10:44,2005-07-11 17:32:44,2,5908,0.99,2005-07-09 12:10:44,687
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,5737,2005-07-10 11:50:04,2005-07-13 10:37:04,3,5909,0.99,2005-07-10 11:50:04,247
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,7090,2005-07-27 04:43:53,2005-07-29 07:33:53,2,5910,4.99,2005-07-27 04:43:53,765
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,7236,2005-07-27 10:09:39,2005-08-03 16:05:39,7,5911,8.99,2005-07-27 10:09:39,659
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,9018,2005-07-30 05:28:40,2005-08-07 01:34:40,8,5912,6.99,2005-07-30 05:28:40,432
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,9902,2005-07-31 14:24:33,2005-08-09 11:11:33,9,5913,6.99,2005-07-31 14:24:33,109
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,10114,2005-07-31 21:12:58,2005-08-02 19:45:58,2,5914,0.99,2005-07-31 21:12:58,849
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,11654,2005-08-17 05:06:19,2005-08-18 04:32:19,1,5915,2.99,2005-08-17 05:06:19,234
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,12481,2005-08-18 12:31:34,2005-08-21 16:08:34,3,5916,2.99,2005-08-18 12:31:34,529
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,12974,2005-08-19 06:51:02,2005-08-25 11:48:02,6,5917,0.99,2005-08-19 06:51:02,786
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,13708,2005-08-20 09:34:07,2005-08-26 10:17:07,6,5918,5.99,2005-08-20 09:34:07,484
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,13947,2005-08-20 17:46:06,2005-08-29 23:44:06,9,5919,5.99,2005-08-20 17:46:06,561
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,14848,2005-08-22 02:14:19,2005-08-26 02:54:19,4,5920,4.99,2005-08-22 02:14:19,88
218,vera,mccoy,vera.mccoy@sakilacustomer.org,kabul,afghanistan,15575,2005-08-23 05:30:19,2005-08-27 05:19:19,4,5921,0.99,2005-08-23 05:30:19,855
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,823,2005-05-29 21:39:37,2005-05-30 22:06:37,1,11887,4.99,2005-05-29 21:39:37,715
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,1602,2005-06-16 06:12:40,2005-06-19 03:50:40,3,11888,4.99,2005-06-16 06:12:40,385
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,2328,2005-06-18 10:17:21,2005-06-21 04:18:21,3,11889,4.99,2005-06-18 10:17:21,501
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,3629,2005-07-06 06:23:22,2005-07-08 09:32:22,2,11890,0.99,2005-07-06 06:23:22,875
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,3695,2005-07-06 10:02:08,2005-07-09 15:43:08,3,11891,2.99,2005-07-06 10:02:08,620
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,4084,2005-07-07 05:16:00,2005-07-15 09:23:00,8,11892,8.99,2005-07-07 05:16:00,568
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,4208,2005-07-07 11:34:22,2005-07-09 08:25:22,2,11893,0.99,2005-07-07 11:34:22,790
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,5129,2005-07-09 07:28:33,2005-07-14 05:12:33,5,11894,2.99,2005-07-09 07:28:33,986
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,5811,2005-07-10 15:27:04,2005-07-12 17:20:04,2,11895,0.99,2005-07-10 15:27:04,873
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,6636,2005-07-12 09:49:46,2005-07-14 12:15:46,2,11896,2.99,2005-07-12 09:49:46,720
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,6642,2005-07-12 10:37:52,2005-07-13 15:13:52,1,11897,4.99,2005-07-12 10:37:52,45
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,6941,2005-07-26 23:18:49,2005-07-31 00:23:49,5,11898,5.99,2005-07-26 23:18:49,346
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,8237,2005-07-29 00:29:56,2005-08-06 03:10:56,8,11899,2.99,2005-07-29 00:29:56,132
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,8281,2005-07-29 01:46:00,2005-08-04 23:09:00,6,11900,0.99,2005-07-29 01:46:00,200
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,8427,2005-07-29 07:08:36,2005-07-30 11:54:36,1,11901,4.99,2005-07-29 07:08:36,354
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,8575,2005-07-29 11:52:47,2005-08-03 08:14:47,5,11902,4.99,2005-07-29 11:52:47,364
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,8617,2005-07-29 13:46:14,2005-08-06 13:26:14,8,11903,4.99,2005-07-29 13:46:14,85
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,9644,2005-07-31 05:40:35,2005-08-09 08:18:35,9,11904,10.99,2005-07-31 05:40:35,1000
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,9854,2005-07-31 12:59:34,2005-08-03 07:20:34,3,11905,2.99,2005-07-31 12:59:34,234
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,10139,2005-07-31 22:02:20,2005-08-04 02:09:20,4,11906,1.99,2005-07-31 22:02:20,90
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,10846,2005-08-01 23:47:54,2005-08-08 01:10:54,7,11907,1.99,2005-08-01 23:47:54,492
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,11247,2005-08-02 13:34:08,2005-08-06 16:23:08,4,11908,1.99,2005-08-02 13:34:08,363
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,13483,2005-08-20 01:16:38,2005-08-21 20:43:38,1,11909,2.99,2005-08-20 01:16:38,559
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,13739,2005-08-20 10:45:10,2005-08-28 08:46:10,8,11910,4.99,2005-08-20 10:45:10,664
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,13932,2005-08-20 17:17:00,2005-08-24 14:06:00,4,11911,4.99,2005-08-20 17:17:00,103
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,14796,2005-08-22 00:40:49,2005-08-30 03:59:49,8,11912,4.99,2005-08-22 00:40:49,209
441,mario,cheatham,mario.cheatham@sakilacustomer.org,batna,algeria,15070,2005-08-22 10:55:45,2005-08-26 09:23:45,4,11913,3.99,2005-08-22 10:55:45,590
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,584,2005-05-28 11:49:00,2005-06-01 11:54:00,4,1867,4.99,2005-05-28 11:49:00,398
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,765,2005-05-29 11:38:34,2005-06-02 17:04:34,4,1868,1.99,2005-05-29 11:38:34,114
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,1549,2005-06-16 01:57:15,2005-06-18 23:30:15,2,1869,2.99,2005-06-16 01:57:15,59
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,3358,2005-06-21 11:56:40,2005-06-26 08:28:40,5,1870,4.99,2005-06-21 11:56:40,384
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,3883,2005-07-06 18:39:38,2005-07-14 15:59:38,8,1871,8.99,2005-07-06 18:39:38,710
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,4265,2005-07-07 14:27:51,2005-07-12 19:55:51,5,1872,0.99,2005-07-07 14:27:51,367
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,4427,2005-07-07 22:28:51,2005-07-11 21:37:51,4,1873,0.99,2005-07-07 22:28:51,228
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,5569,2005-07-10 03:38:32,2005-07-16 00:02:32,6,1874,3.99,2005-07-10 03:38:32,621
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,6297,2005-07-11 17:37:22,2005-07-19 13:54:22,8,1875,4.99,2005-07-11 17:37:22,601
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,6385,2005-07-11 22:07:32,2005-07-20 16:57:32,9,1876,6.99,2005-07-11 22:07:32,397
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,6785,2005-07-12 16:30:57,2005-07-18 20:46:57,6,1877,6.99,2005-07-12 16:30:57,972
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,8649,2005-07-29 14:57:33,2005-08-07 09:43:33,9,1878,6.99,2005-07-29 14:57:33,172
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,9193,2005-07-30 12:28:42,2005-08-02 12:17:42,3,1879,2.99,2005-07-30 12:28:42,760
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,9612,2005-07-31 03:58:31,2005-08-04 07:34:31,4,1880,2.99,2005-07-31 03:58:31,463
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,10074,2005-07-31 19:57:16,2005-08-04 00:54:16,4,1881,0.99,2005-07-31 19:57:16,281
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,11943,2005-08-17 17:00:42,2005-08-26 22:07:42,9,1882,3.99,2005-08-17 17:00:42,976
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,12012,2005-08-17 19:20:48,2005-08-22 16:50:48,5,1883,2.99,2005-08-17 19:20:48,592
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,12121,2005-08-17 23:20:40,2005-08-22 21:30:40,5,1884,2.99,2005-08-17 23:20:40,750
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,12966,2005-08-19 06:37:48,2005-08-26 03:59:48,7,1885,5.99,2005-08-19 06:37:48,702
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,13023,2005-08-19 08:13:54,2005-08-27 13:18:54,8,1886,5.99,2005-08-19 08:13:54,344
69,judy,gray,judy.gray@sakilacustomer.org,béchar,algeria,14311,2005-08-21 07:45:47,2005-08-27 02:23:47,6,1887,3.99,2005-08-21 07:45:47,382
